fileName,publication,pubId,title,date,x,y
1.txt,The Light of Truth,7,ENORMOUS IPO MAKES THE BILLIONAIRE OF SANJORGE,"Dec 18, 2013, 12:00:00 AM",-6.400754928588867,-54.52674865722656
223.txt,The General Post,10,ENORMOUS IPO MAKES MULTIMILLIONAIRE OF SANJORGE,"Dec 18, 2013, 12:00:00 AM",-6.2934489250183105,-54.38785171508789
61.txt,News Desk,24,KOPERACHTIGE THE ATTACK OF TIME OF THE DAY POK,"Dec 18, 2013, 12:00:00 AM",-19.019262313842773,31.24587631225586
127.txt,The Explainer,25,TO SATISFY THE SYSTEM FOR TOMORROW MORNING,"Jan 19, 2014, 12:00:00 AM",-59.2034912109375,-29.37192726135254
128.txt,Homeland Illumination,17,Title Not Given,"Jan 19, 2014, 12:00:00 AM",31.652000427246094,-116.82909393310547
148.txt,The Orb,18,A CELEBRATION OF RELEASED KLEPTOCRACY,"Jan 19, 2014, 12:00:00 AM",91.47451782226562,70.54113006591797
160.txt,Athena Speaks,23,TO MEET the WHOLE FOR Tomorrow morning,"Jan 19, 2014, 12:00:00 AM",-59.2203483581543,-28.851768493652344
174.txt,Kronos Star,11,d Kronos Celebrate Partnership,"Jan 19, 2014, 12:00:00 AM",28.31800651550293,-31.614646911621094
240.txt,The Truth,14,GAStech and Kronos celebrate company,"Jan 19, 2014, 12:00:00 AM",30.06198501586914,-33.136383056640625
259.txt,News Desk,24,MEETING WHO IS PLACED FOR THE MORNING OF MORNING,"Jan 19, 2014, 12:00:00 AM",-58.922725677490234,-30.01534652709961
352.txt,News Online Today,3,A CELEBRATION OF UNFETTERED KLEPTOCRACY,"Jan 19, 2014, 12:00:00 AM",-7.19342565536499,-8.462239265441895
40.txt,News Online Today,3,GAStech and Kronos Celebrate Partnership,"Jan 19, 2014, 12:00:00 AM",-8.995386123657227,-4.304812431335449
436.txt,International News,12,GAStech and Kronos Celebrate Partnership,"Jan 19, 2014, 12:00:00 AM",-8.75773811340332,-6.618753910064697
589.txt,Worldwise,15,GAStech and Kronos celebrate association,"Jan 19, 2014, 12:00:00 AM",29.172616958618164,-32.363765716552734
602.txt,Daily Pegasus,20,A CELEBRATION OF KLEPTOCRACY UNFETTERED,"Jan 19, 2014, 12:00:00 AM",-19.563737869262695,0.3327537775039673
614.txt,The Guide,13,GAStech and Kronos celebrate society,"Jan 19, 2014, 12:00:00 AM",29.410715103149414,-32.56814956665039
618.txt,Central Bulletin,21,MEETING SET FOR TOMORROW MORNING,"Jan 19, 2014, 12:00:00 AM",-2.00697660446167,-3.6678333282470703
704.txt,The Wrap,19,A CELEBRATION OF DELIVERED KLEPTOCRACY,"Jan 19, 2014, 12:00:00 AM",-19.566307067871094,0.32301008701324463
711.txt,News Online Today,3,MEETING SET FOR TOMORROW MORNING,"Jan 19, 2014, 12:00:00 AM",-1.5584548711776733,-2.4141814708709717
714.txt,All News Today,16,A CELEBRATION OF UNFETTERED KLEPTOCRACY,"Jan 19, 2014, 12:00:00 AM",0.3262895941734314,-2.9258856773376465
764.txt,The Abila Post,22,Title Not Given,"Jan 19, 2014, 12:00:00 AM",-59.58951950073242,-30.41620635986328
10.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",19.3702392578125,-92.49957275390625
107.txt,The General Post,10,KIDNAPPING IN GASTECH KRONOS,"Jan 20, 2014, 12:00:00 AM",57.59668731689453,8.77589225769043
11.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",26.37470817565918,19.075233459472656
118.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-20.280349731445312,-19.16994285583496
122.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-2.2879433631896973,46.81916046142578
125.txt,Central Bulletin,21,"GASTECH EMPLOYEE INTERROGATED, RELEASED","Jan 20, 2014, 12:00:00 AM",48.112762451171875,36.8139762878418
13.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",84.35321807861328,-80.75949096679688
133.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",82.15985870361328,-0.48521488904953003
138.txt,Athena Speaks,23,DISAPPEARED CONFIRMED BY CONTROL FROM GASTECH,"Jan 20, 2014, 12:00:00 AM",-5.745757579803467,-52.033470153808594
139.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-15.58510684967041,0.9623137712478638
140.txt,Athena Speaks,23,TO WRAP TO THE TOP OF THE EVENTS WITH GASTECH,"Jan 20, 2014, 12:00:00 AM",58.950347900390625,7.725831985473633
144.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-18.7945556640625,57.27094268798828
145.txt,The Guide,13,POK kidnaps to employees of GAStech,"Jan 20, 2014, 12:00:00 AM",-20.3226375579834,-13.425958633422852
15.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-10.866997718811035,-31.200069427490234
163.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-0.6496667861938477,-19.883928298950195
169.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-14.374062538146973,-15.292657852172852
170.txt,Central Bulletin,21,GASTECH LEADERSHIP CONFIRMED MISSING,"Jan 20, 2014, 12:00:00 AM",-8.86551284790039,-51.434913635253906
171.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",80.65557098388672,0.46789318323135376
172.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",21.31294822692871,23.52027702331543
173.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-111.6611557006836,-33.12085723876953
176.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",82.15985870361328,-0.48521488904953003
193.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-19.12270164489746,12.087970733642578
197.txt,The Explainer,25,"INTERROGATED, SENT EMPLOYEE OF GASTECH","Jan 20, 2014, 12:00:00 AM",47.41440963745117,38.08451461791992
199.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-18.79397964477539,57.270843505859375
202.txt,Athena Speaks,23,The AIRPORT Of ABILA CONFIRMS TWO PRIVATE TRAVELS OUT OF LEFT JET TODAY,"Jan 20, 2014, 12:00:00 AM",-65.33296203613281,17.72604751586914
203.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-5.745624542236328,-104.5679702758789
208.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-25.8255558013916,-20.659278869628906
21.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",11.32841968536377,-29.612709045410156
212.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",106.69043731689453,42.20677185058594
215.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",15.814205169677734,-12.71030044555664
232.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",45.834861755371094,-105.62964630126953
253.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",88.27145385742188,40.68001174926758
26.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-10.301465034484863,-20.340330123901367
262.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-15.585654258728027,0.968537449836731
280.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",8.730116844177246,-44.210670471191406
281.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",61.75702667236328,67.83352661132812
283.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-1.149599552154541,-24.492095947265625
289.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",17.15342903137207,-109.90108489990234
29.txt,International News,12,POK Kidnaps GAStech Employees,"Jan 20, 2014, 12:00:00 AM",-11.83288860321045,-0.09133350849151611
291.txt,News Online Today,3,KIDNAPPING AT GASTECH KRONOS,"Jan 20, 2014, 12:00:00 AM",-9.270369529724121,-1.0654939413070679
292.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",27.80669403076172,12.285573959350586
298.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-99.954345703125,24.61073875427246
299.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",15.815069198608398,-12.71317195892334
307.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-60.160709381103516,96.49154663085938
308.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-74.90206146240234,-80.26359558105469
31.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-50.77806854248047,-8.554405212402344
313.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",27.201950073242188,25.994796752929688
32.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",115.77184295654297,-4.8205389976501465
320.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",13.211196899414062,-24.370223999023438
321.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",58.242706298828125,80.94123840332031
322.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",85.55416107177734,-64.73290252685547
324.txt,The Explainer,25,THE ABILA AIRPORT TODAY CONFIRMS TWO JETS DEPRIVED TO THE LEFT,"Jan 20, 2014, 12:00:00 AM",-64.41179656982422,17.831443786621094
325.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-20.300382614135742,-19.154048919677734
326.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",55.68247985839844,7.300504684448242
329.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",1.4373748302459717,17.995912551879883
338.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-23.55849838256836,-7.819228172302246
339.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",16.145912170410156,6.114956378936768
348.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-13.443459510803223,-118.42972564697266
350.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-27.896516799926758,114.96881103515625
355.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",81.68637084960938,0.9138367772102356
356.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-73.1012191772461,89.15573120117188
359.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",37.14417266845703,43.35661315917969
362.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-93.98139953613281,66.67735290527344
365.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",27.805706024169922,12.283384323120117
366.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-25.82636833190918,-20.66144371032715
368.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",19.599706649780273,-9.27214527130127
369.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",69.4405288696289,-32.49147033691406
376.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",14.278886795043945,-19.595733642578125
381.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",83.97004699707031,53.473777770996094
384.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-14.379700660705566,-15.292579650878906
386.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",21.3143253326416,23.520875930786133
39.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-35.61463165283203,101.48379516601562
392.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",31.669857025146484,-100.70689392089844
395.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",19.602882385253906,-9.26900577545166
397.txt,The Explainer,25,TO BECOME INVOLVED FOR ABOVE OF EVENTS IN GASTECH,"Jan 20, 2014, 12:00:00 AM",57.7685661315918,9.4968900680542
400.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-14.228806495666504,13.269408226013184
402.txt,News Desk,24,REMOVAL AT HOOFDKWARTIER GASTECH,"Jan 20, 2014, 12:00:00 AM",-10.061165809631348,-16.076902389526367
411.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-5.899138450622559,-22.565229415893555
412.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",99.69203186035156,-57.752811431884766
415.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-61.24323654174805,-73.29741668701172
417.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-55.23874282836914,-104.58294677734375
419.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-5.906729698181152,-22.573627471923828
425.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",48.44051742553711,-87.34921264648438
426.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",13.191061019897461,-24.36729621887207
427.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-16.432151794433594,-23.455705642700195
428.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",71.70923614501953,-32.4503288269043
429.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",71.82432556152344,-33.725669860839844
43.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",6.027610778808594,-34.16664123535156
430.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",2.2417662143707275,35.037269592285156
431.txt,News Online Today,3,POK Kidnaps GAStech Employees,"Jan 20, 2014, 12:00:00 AM",3.5078840255737305,-13.350634574890137
434.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-26.420896530151367,22.218841552734375
435.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",111.08567810058594,26.659122467041016
438.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",59.480072021484375,-99.26530456542969
44.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",116.91273498535156,-22.116191864013672
440.txt,News Online Today,3,"GASTECH EMPLOYEE INTERROGATED, RELEASED","Jan 20, 2014, 12:00:00 AM",6.185712814331055,-11.67361068725586
441.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-10.29257583618164,-20.333194732666016
450.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",31.987768173217773,19.303966522216797
452.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-23.55485725402832,-7.819024562835693
453.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",2.5396103858947754,-16.95881462097168
458.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",69.4405288696289,-32.49147033691406
461.txt,Kronos Star,11,s GAStech Employees,"Jan 20, 2014, 12:00:00 AM",-18.945194244384766,-13.566275596618652
462.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",78.15011596679688,77.94974517822266
466.txt,Athena Speaks,23,"EMPLOYEE OF QUESTIONED GASTECH, RELEASED","Jan 20, 2014, 12:00:00 AM",47.076019287109375,37.41439437866211
469.txt,Who What News,8,KIDNAPPING AT GASTECH KRONOS,"Jan 20, 2014, 12:00:00 AM",52.65919876098633,7.024534225463867
470.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",8.138365745544434,-19.097919464111328
484.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-57.53319549560547,-88.40001678466797
485.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",27.204666137695312,25.99545669555664
486.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",1.967913269996643,116.41938018798828
487.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",82.15985870361328,-0.48521488904953003
49.txt,The World,6,KIDNAPPING AT GASTECH KRONOS,"Jan 20, 2014, 12:00:00 AM",55.72430419921875,7.4560394287109375
490.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",8.472935676574707,-23.730289459228516
494.txt,The Light of Truth,7,KIDNAPPING WITH GASTECH KRONOS,"Jan 20, 2014, 12:00:00 AM",58.6955680847168,7.761142253875732
495.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",26.371963500976562,19.075212478637695
50.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",47.97502899169922,37.23683166503906
507.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",1.4431774616241455,17.992897033691406
510.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-111.5369873046875,37.6816291809082
512.txt,News Desk,24,"GASTECH QUESTIONED EMPLOYEE, DELIVERED","Jan 20, 2014, 12:00:00 AM",47.120941162109375,36.17211151123047
516.txt,Athena Speaks,23,KIDNAPPING WITH THE REGISTERED OFFICES OF GASTECH,"Jan 20, 2014, 12:00:00 AM",-8.66107177734375,-15.742911338806152
518.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",16.51315689086914,-4.4371795654296875
521.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",21.857099533081055,95.8418197631836
522.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-46.864532470703125,-76.37007141113281
524.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-30.614051818847656,3.788921356201172
525.txt,News Desk,24,GASTECH CONTROL CONFIRMED MISSING,"Jan 20, 2014, 12:00:00 AM",-3.4632787704467773,-50.43355178833008
528.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",70.65373992919922,-31.629032135009766
53.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",69.5727767944336,-34.073917388916016
532.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-0.6522632241249084,-19.872251510620117
533.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-28.56995964050293,-43.03511428833008
537.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",6.6890058517456055,-15.085258483886719
539.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-67.40034484863281,72.13397216796875
540.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",11.599844932556152,-15.88468074798584
551.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-1.1591253280639648,-24.48508644104004
555.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",6.028824329376221,-34.166656494140625
557.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",69.5727767944336,-34.073917388916016
558.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-40.02940368652344,-105.14740753173828
56.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-16.467870712280273,-24.451274871826172
562.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-4.766315937042236,-18.029653549194336
563.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-104.00111389160156,-47.44108200073242
567.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-23.393207550048828,-26.285402297973633
569.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-2.2892587184906006,46.8193473815918
573.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-30.640201568603516,86.7811050415039
582.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",34.35513687133789,90.74895477294922
585.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",16.150957107543945,6.11269998550415
592.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-14.920206069946289,8.394389152526855
594.txt,Worldwise,15,POK removes employees of GAStech,"Jan 20, 2014, 12:00:00 AM",-20.570507049560547,-13.158602714538574
597.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-45.42217254638672,88.66215515136719
600.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-19.960100173950195,-4.047226905822754
607.txt,The Truth,14,POK kidnap employees GAStech,"Jan 20, 2014, 12:00:00 AM",-21.055166244506836,-13.924896240234375
609.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-26.418209075927734,22.219995498657227
613.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",16.522865295410156,-4.444549560546875
616.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",8.732151985168457,-44.21193313598633
625.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",8.489151000976562,-23.730670928955078
63.txt,News Online Today,3,GASTECH LEADERSHIP CONFIRMED MISSING,"Jan 20, 2014, 12:00:00 AM",0.47147902846336365,-14.079442024230957
633.txt,News Online Today,3,ABILA AIRPORT CONFIRMS TWO PRIVATE JETS LEFT TODAY,"Jan 20, 2014, 12:00:00 AM",-66.04556274414062,16.19357681274414
635.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-14.077844619750977,36.36777114868164
637.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-14.07422161102295,36.370662689208984
642.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",31.984195709228516,19.302282333374023
649.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-15.106942176818848,-21.924333572387695
653.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",100.2929916381836,56.7252082824707
655.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-70.12918853759766,-62.68695831298828
660.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",70.76636505126953,-32.74489212036133
665.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-14.934993743896484,8.390088081359863
669.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-4.531918525695801,-17.788345336914062
67.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",80.69286346435547,-1.0673975944519043
673.txt,Central Bulletin,21,WRAP UP OF EVENTS AT GASTECH,"Jan 20, 2014, 12:00:00 AM",52.462501525878906,6.994200229644775
674.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-28.833423614501953,-90.48743438720703
677.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",70.845947265625,-33.61794662475586
678.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",2.241199016571045,35.03825759887695
679.txt,The Explainer,25,DISAPPEARED CONFIRMED GASTECH DIRECTION,"Jan 20, 2014, 12:00:00 AM",-5.728603839874268,-52.20570755004883
682.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-2.234483242034912,30.319351196289062
685.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-30.6132869720459,3.7905237674713135
692.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",71.18022918701172,90.89106750488281
697.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-3.7412712574005127,-17.016998291015625
699.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-83.506103515625,-60.37816619873047
7.txt,News Online Today,3,WRAP UP OF EVENTS AT GASTECH,"Jan 20, 2014, 12:00:00 AM",3.4850668907165527,-10.398517608642578
70.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-85.379150390625,50.511775970458984
710.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",3.6396102905273438,-21.531078338623047
712.txt,The Tulip,9,REMOVAL AT GASTECH KRONOS,"Jan 20, 2014, 12:00:00 AM",58.17265319824219,5.638558387756348
713.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-8.690016746520996,-51.26494598388672
715.txt,The Explainer,25,KIDNAPPING IN THE GASTECH HEADQUARTERS,"Jan 20, 2014, 12:00:00 AM",-8.977922439575195,-15.816604614257812
717.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",6.70380973815918,-15.087846755981445
